CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50128708,TODO SABORES BAR,Queens,62-10,39 AVENUE,11377,3477065942,Mexican,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,09/17/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.74684420067,-73.901405581315,402,26,026100,4028392,4012320071,QN63,POINT (-73.901405581315 40.74684420067)
50105985,BUER PUB,Queens,39-16,COLLEGE POINT BOULEVARD,11354,6463880383,Chinese,06/26/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33,,,12/12/2025,Cycle Inspection / Initial Inspection,40.75879747639,-73.834479180217,407,20,087100,4539543,4049620004,QN22,POINT (-73.834479180217 40.75879747639)
40401834,72ND EATERY,Manhattan,261,COLUMBUS AVENUE STORE    2,10023,2127217800,American,03/03/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,74,,,12/12/2025,Cycle Inspection / Initial Inspection,40.777557250664,-73.978671738806,107,06,015700,1028631,1011250001,MN14,POINT (-73.978671738806 40.777557250664)
50147380,DRIFT BK RESTAURANT & LOUNGE,Brooklyn,4315,FARRAGUT ROAD,11203,3472406248,Caribbean,06/28/2024,Violations were cited in the following area(s).,15-27,Sign prohibiting smoking or using electronic cigarettes not conspicuously posted.,Not Applicable,,,,12/12/2025,Smoke-Free Air Act / Initial Inspection,40.637074494409,-73.935047900419,317,45,083600,3113519,3049900046,BK91,POINT (-73.935047900419 40.637074494409)
50122409,BB.Q CHICKEN 3RD AVENUE,Manhattan,383,3 AVENUE,10016,6466182149,Korean,02/14/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,22,,,12/12/2025,Cycle Inspection / Initial Inspection,40.741626040128,-73.981093911115,106,02,006600,1019872,1009080005,MN20,POINT (-73.981093911115 40.741626040128)
40373113,ASTRO RESTAURANT,Manhattan,101,WEST   55 STREET,10019,2124896284,American,08/14/2024,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,25,B,08/14/2024,12/12/2025,Cycle Inspection / Re-inspection,40.76313625147,-73.978398412976,105,04,013700,1023394,1010080029,MN17,POINT (-73.978398412976 40.76313625147)
50161671,KENNEDY CHICKEN AND BURGER,Bronx,1217,EAST  233 STREET,10466,6463630405,Chicken,06/17/2025,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,21,,,12/12/2025,Pre-permit (Operational) / Compliance Inspection,40.888582822913,-73.842324990098,212,12,042600,2129228,2049540074,BX62,POINT (-73.842324990098 40.888582822913)
50081217,STANLEY COFFEE SHOP,Brooklyn,675,STANLEY AVENUE,11207,7186496228,Spanish,07/16/2024,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,33,,,12/12/2025,Cycle Inspection / Initial Inspection,40.65937383071,-73.883870897222,305,42,110400,3097683,3043530031,BK82,POINT (-73.883870897222 40.65937383071)
50153469,CYCLONE BAGELS,Brooklyn,2028,SURF AVENUE,11224,9298338570,Bagels/Pretzels,03/28/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7,A,03/28/2025,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.574705952794,-73.987195981694,313,47,035200,3000000,3070720001,BK21,POINT (-73.987195981694 40.574705952794)
50125812,FORMA PASTA FACTORY,Brooklyn,5,GREENE AVENUE,11238,3477991333,Italian,08/21/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,40,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.685836991673,-73.972993381258,302,35,018100,3059375,3021180047,BK68,POINT (-73.972993381258 40.685836991673)
41311804,ESQUIRE DINER,Queens,105-45,CROSSBAY BOULEVARD,11417,7188457600,American,08/08/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,08/08/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.679287003406,-73.844343204856,410,32,008600,4191044,4091630071,QN56,POINT (-73.844343204856 40.679287003406)
50066129,GYRO CAFE,Brooklyn,580,CONEY ISLAND AVENUE,11218,7184380860,Pakistani,01/27/2025,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,27,B,01/27/2025,12/12/2025,Cycle Inspection / Re-inspection,40.643212575642,-73.969947828546,312,40,049200,3125633,3053610011,BK41,POINT (-73.969947828546 40.643212575642)
40609590,MORNING STAR CAFE,Manhattan,949,2 AVENUE,10022,2125881050,American,05/03/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,,,12/12/2025,Cycle Inspection / Initial Inspection,40.755113736371,-73.968355912545,106,04,009800,1038459,1013240124,MN19,POINT (-73.968355912545 40.755113736371)
50105269,MARK'S OFF MADISON,Manhattan,41,MADISON AVENUE,10010,6468388300,Italian,06/11/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,20,,,12/12/2025,Cycle Inspection / Initial Inspection,40.742609451831,-73.986698057655,105,02,005600,1016749,1008550037,MN13,POINT (-73.986698057655 40.742609451831)
50107272,BAKE CULTURE,Staten Island,55,RICHMOND TERRACE,10301,9293068988,Bakery Products/Desserts,04/27/2022,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,04/27/2022,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.644113165438,-74.076583635873,501,49,000300,5164583,5000020015,SI22,POINT (-74.076583635873 40.644113165438)
50006046,LITTLE CAESARS,Brooklyn,1110,PENNSYLVANIA AVENUE,11207,7184843666,Pizza,11/19/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,11/19/2025,12/12/2025,Cycle Inspection / Initial Inspection,40.653439806946,-73.88680766189,305,42,110400,3348650,3044120001,BK82,POINT (-73.88680766189 40.653439806946)
41382007,CASA LA FEMME,Manhattan,140,CHARLES STREET,10014,2125050005,Egyptian,09/03/2021,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,19,,,12/12/2025,Cycle Inspection / Initial Inspection,40.734156073531,-74.007981592284,102,03,007500,1011761,1006317502,MN23,POINT (-74.007981592284 40.734156073531)
50058751,CIRCLE LINE: BRONX,Manhattan,,WEST   42 ST HUDSON RIVER,,2126308889,American,06/14/2022,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,06/14/2022,12/12/2025,Cycle Inspection / Initial Inspection,,,,,,,,,
50115447,SIPPY CAFE,Brooklyn,153,REMSEN STREET,11201,3479779167,Coffee/Tea,10/24/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,10/24/2025,12/12/2025,Cycle Inspection / Re-inspection,40.693451163739,-73.992185573957,302,33,000900,3425984,3002500016,BK09,POINT (-73.992185573957 40.693451163739)
41638047,BESO RESTAURANT AND BAR,Brooklyn,370,LEWIS AVENUE,11233,3479152900,Caribbean,05/22/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,17,B,05/22/2023,12/12/2025,Cycle Inspection / Re-inspection,40.682923289868,-73.935049942802,303,36,027500,3046381,3016640052,BK35,POINT (-73.935049942802 40.682923289868)
50085500,NEW YUMMY BAKERY,Brooklyn,5010,8 AVENUE,11220,9175677322,Chinese,08/13/2025,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,20,B,08/13/2025,12/12/2025,Cycle Inspection / Re-inspection,40.640990435146,-74.003848278839,307,43,010800,3013420,3007940042,BK34,POINT (-74.003848278839 40.640990435146)
41593751,RINCONCITO PAISA-COLOMBIAN BAKERY & RESTAURANT,Staten Island,1976,FOREST AVENUE,10303,7184420880,Latin American,01/19/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,B,01/19/2023,12/12/2025,Cycle Inspection / Re-inspection,40.625797431576,-74.155081260501,501,49,030302,5113443,5016960026,SI12,POINT (-74.155081260501 40.625797431576)
50012743,JAY'S QUICK BITES,Brooklyn,1961,FLATBUSH AVENUE,11234,7189756803,Indian,06/06/2023,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,31,C,06/06/2023,12/12/2025,Cycle Inspection / Re-inspection,40.62197607424,-73.936179340278,318,45,073600,3217245,3078200047,BK58,POINT (-73.936179340278 40.62197607424)
50167806,MANGO MANGO,Queens,47-43,VERNON BOULEVARD,11101,6462679219,Fruits/Vegetables,07/28/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,27,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.744582505047,-73.953467077828,402,26,000700,4000266,4000450002,QN31,POINT (-73.953467077828 40.744582505047)
50085809,OXIDO,Manhattan,1450,BROADWAY,10018,5512068450,Mexican,11/09/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,19,,,12/12/2025,Cycle Inspection / Initial Inspection,40.754919701351,-73.98665949548,105,04,011300,1022568,1009930047,MN17,POINT (-73.98665949548 40.754919701351)
50130537,DUNKIN,Staten Island,1842,VICTORY BOULEVARD,10314,6462478101,Coffee/Tea,12/29/2022,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,7,A,12/29/2022,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.612917365023,-74.124890245225,501,50,018701,5174856,5007130101,SI07,POINT (-74.124890245225 40.612917365023)
50053199,TROPICAL SHACK,Brooklyn,3030,WEST   12 STREET,11224,3476007112,"Juice, Smoothies, Fruit Salads",07/12/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,0,N,,12/12/2025,Cycle Inspection / Initial Inspection,40.574671923721,-73.979658287647,313,47,035200,3245143,3086950064,BK21,POINT (-73.979658287647 40.574671923721)
50058903,Y J COFFEE SHOP,Queens,38-01,ASTORIA BOULEVARD,11103,7187778355,Coffee/Tea,06/23/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,12/12/2025,Cycle Inspection / Initial Inspection,40.769578822141,-73.911209707533,401,22,011700,4015690,4008030001,QN72,POINT (-73.911209707533 40.769578822141)
50109964,THE BLEND FACTORY,Brooklyn,783,GRAND STREET,11211,7186640186,"Juice, Smoothies, Fruit Salads",05/23/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,42,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.711851306257,-73.941752501649,301,34,049500,3069491,3027840033,BK90,POINT (-73.941752501649 40.711851306257)
50146405,AMERICAN BEST WINGS & PIZZA,Brooklyn,888,UTICA AVENUE,11203,3478060487,Chicken,11/05/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,11/05/2025,12/12/2025,Cycle Inspection / Re-inspection,40.651292446748,-73.930345439318,317,45,086000,3327604,3046970006,BK91,POINT (-73.930345439318 40.651292446748)
50157102,BLUE BOTTLE COFFEE,Manhattan,441,8 AVENUE,10001,5162442167,Coffee/Tea,09/16/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,09/16/2024,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.751212158329,-73.994181901586,104,03,010300,,1,MN13,POINT (-73.994181901586 40.751212158329)
40887518,BARBES,Brooklyn,376,NINTH STREET,11215,3474220248,American,07/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,07/30/2021,12/12/2025,Cycle Inspection / Initial Inspection,40.667822283476,-73.983548092373,306,39,015100,3022340,3010120007,BK37,POINT (-73.983548092373 40.667822283476)
50108469,CROWN HEIGHTS CAFE,Brooklyn,764A,FRANKLIN AVENUE,11238,9175962628,Coffee/Tea,10/30/2023,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,45,,,12/12/2025,Cycle Inspection / Initial Inspection,40.672278553262,-73.957396649485,308,35,021700,3029595,3011780043,BK61,POINT (-73.957396649485 40.672278553262)
50148046,NAN XIANG XIAO LONG BAO,Manhattan,15,SAINT MARKS PLACE,10003,7188854259,Chinese,09/24/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,09/24/2025,12/12/2025,Cycle Inspection / Initial Inspection,40.729152114208,-73.988970213215,103,02,003800,1006756,1004647502,MN22,POINT (-73.988970213215 40.729152114208)
50134101,TIENDA GUATEMALTECA EL QUETZALITO,Brooklyn,5507,5 AVENUE,11220,9173741522,Latin American,04/12/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,53,C,04/12/2023,12/12/2025,Pre-permit (Operational) / Re-inspection,40.64218644826,-74.013335895417,307,38,010000,3015006,3008320006,BK34,POINT (-74.013335895417 40.64218644826)
50071440,MITAD DEL MUNDO BAR RESTAURANT,Queens,104-10,ROOSEVELT AVENUE,11368,7184461900,Latin American,11/17/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,C,11/17/2022,12/12/2025,Cycle Inspection / Re-inspection,40.749981295679,-73.861407612281,404,21,040300,4048819,4019840090,QN26,POINT (-73.861407612281 40.749981295679)
50133008,HALAL BROS,Brooklyn,44,5 AVENUE,11217,5166619153,Middle Eastern,06/12/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,06/12/2023,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.681723422328,-73.976870930517,306,39,012901,3018439,3009300042,BK37,POINT (-73.976870930517 40.681723422328)
41709299,NO.1 KITCHEN,Brooklyn,5405,FLATLANDS AVENUE,11234,7189681198,Chinese,12/12/2022,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,12/12/2022,12/12/2025,Cycle Inspection / Initial Inspection,40.62866856292,-73.923855658281,318,46,072800,3215722,3077800015,BK58,POINT (-73.923855658281 40.62866856292)
50095003,TWO BROTHERS PIZZA,Bronx,3039,BUHRE AVENUE,10461,7188246261,Pizza,09/28/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,B,09/28/2023,12/12/2025,Cycle Inspection / Re-inspection,40.847437069993,-73.83110231601,210,13,026602,2046599,2041960001,BX10,POINT (-73.83110231601 40.847437069993)
50125002,THE BOIL,Brooklyn,242,FLATBUSH AVENUE,11217,9174555588,Seafood,12/07/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,13,A,12/07/2024,12/12/2025,Pre-permit (Operational) / Re-inspection,40.680345101067,-73.974765861423,306,39,012902,3397498,3009330043,BK37,POINT (-73.974765861423 40.680345101067)
50000799,GIOVANNI'S PIZZA & MEXICAN RESTAURANT,Queens,45-59,47 STREET,11377,7186091630,Mexican,06/12/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,37,,,12/12/2025,Cycle Inspection / Initial Inspection,40.742240507839,-73.917915262594,402,26,023500,4001539,4001510063,QN31,POINT (-73.917915262594 40.742240507839)
41617898,CARVE CAFE PIZZA,Manhattan,717,8 AVENUE,10036,2122455111,Chicken,09/10/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,12,A,09/10/2025,12/12/2025,Cycle Inspection / Initial Inspection,40.759256602964,-73.988329905269,104,03,012100,1025011,1010360029,MN15,POINT (-73.988329905269 40.759256602964)
41716627,LEITAO,Manhattan,547,HUDSON STREET,10014,6468874035,American,03/27/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,03/27/2024,12/12/2025,Cycle Inspection / Re-inspection,40.734954914987,-74.006108950432,102,03,007500,1011852,1006320149,MN23,POINT (-74.006108950432 40.734954914987)
41714316,CHEUNG HING KITCHEN,Queens,114-60,MERRICK BOULEVARD,11434,7182973597,Chinese,03/01/2022,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,03/01/2022,12/12/2025,Cycle Inspection / Initial Inspection,40.690635309992,-73.778453768808,412,27,026600,4267216,4123340325,QN01,POINT (-73.778453768808 40.690635309992)
50073129,THREE JEWELS,Manhattan,5,EAST    3 STREET,10003,6469645736,Coffee/Tea,08/20/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,48,C,08/20/2024,12/12/2025,Cycle Inspection / Re-inspection,40.726182477111,-73.991290574352,103,02,003800,1082671,1004597501,MN22,POINT (-73.991290574352 40.726182477111)
50081668,BLUE MOUNTAIN HEIGHTS CAFE & BAR,Manhattan,499,WEST  158 STREET,10032,6469985905,Caribbean,02/20/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,02/20/2025,12/12/2025,Cycle Inspection / Re-inspection,40.833430086355,-73.941432443979,112,10,023900,1062522,1021080073,MN36,POINT (-73.941432443979 40.833430086355)
50127358,LA BAKER,Queens,72-08,BROADWAY,11372,3478087000,Bakery Products/Desserts,09/30/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,53,C,09/30/2024,12/12/2025,Cycle Inspection / Re-inspection,40.747561766593,-73.893515140359,403,25,026500,4029786,4012830069,QN50,POINT (-73.893515140359 40.747561766593)
50037907,BARRILES,Queens,,37 AVENUE,,3476491511,Latin American,10/18/2025,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,7,A,10/18/2025,12/12/2025,Cycle Inspection / Initial Inspection,,,,,,,,,
50148722,COMMODORE II,Manhattan,14,AVENUE C,10009,6469359571,American,10/14/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,101,,,12/12/2025,Cycle Inspection / Initial Inspection,40.721095183906,-73.981016782804,103,02,002202,1004352,1003720001,MN28,POINT (-73.981016782804 40.721095183906)
50105778,BIONIC BAGELS,Brooklyn,3741,NOSTRAND AVENUE,11235,7186483794,Bagels/Pretzels,03/14/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,31,,,12/12/2025,Cycle Inspection / Initial Inspection,40.592598135655,-73.940366261965,315,48,059402,3343957,3074220061,BK17,POINT (-73.940366261965 40.592598135655)
50102561,PINK METAL,Brooklyn,253,BUSHWICK AVENUE,11206,3474538138,American,06/28/2024,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,18,,,12/12/2025,Cycle Inspection / Initial Inspection,40.707304941965,-73.939769111603,301,34,049300,3071271,3030640027,BK78,POINT (-73.939769111603 40.707304941965)
50075248,PLANTSHED,Manhattan,555,COLUMBUS AVENUE,10024,2126624400,Coffee/Tea,01/03/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13,A,01/03/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.786992226441,-73.971789388898,107,06,017300,1031435,1012000064,MN12,POINT (-73.971789388898 40.786992226441)
50145220,FELIZ TEA HOUSE,Brooklyn,5718,5 AVENUE,11220,9172151523,Chinese,03/21/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22,,,12/12/2025,Pre-permit (Operational) / Initial Inspection,40.641028000405,-74.014567977722,307,38,007400,3015687,3008470043,BK32,POINT (-74.014567977722 40.641028000405)
50007382,MEMORIES BAR SHEVROJA,Brooklyn,2611,BATH AVENUE,11214,7187152911,Eastern European,05/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,44,,,12/12/2025,Cycle Inspection / Initial Inspection,40.592791490104,-73.988377113181,313,47,030200,3186393,3068820004,BK29,POINT (-73.988377113181 40.592791490104)
50145402,JR SUSHI,Manhattan,119,CHAMBERS STREET,10007,2122338338,Japanese,04/09/2024,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,40,C,04/09/2024,12/12/2025,Pre-permit (Operational) / Re-inspection,40.715225374917,-74.008585340645,101,01,002100,1001581,1001457506,MN24,POINT (-74.008585340645 40.715225374917)
50074960,MONK MCGINNS,Manhattan,57,MURRAY STREET,10007,9172658961,American,07/09/2025,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,36,,,12/12/2025,Cycle Inspection / Initial Inspection,40.71421246245,-74.009746738044,101,01,002100,1082029,1001330013,MN24,POINT (-74.009746738044 40.71421246245)
50035570,POPEYES,Queens,245-01,FRANCIS LEWIS BOULEVARD,11422,7182763010,Chicken,07/29/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,07/29/2024,12/12/2025,Cycle Inspection / Initial Inspection,40.664832540499,-73.734946199782,413,31,065400,4289364,4136140001,QN05,POINT (-73.734946199782 40.664832540499)
50113252,PULLEY COFFEE BAR,Manhattan,75,9 AVENUE,10011,6466437584,Coffee/Tea,02/06/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,C,02/06/2025,12/12/2025,Cycle Inspection / Re-inspection,40.741869040229,-74.004713006739,104,03,008300,1012541,1007130001,MN13,POINT (-74.004713006739 40.741869040229)
50047742,DOUGHNUTTERY,Manhattan,1000S,8 AVENUE,10019,2126334359,Donuts,09/08/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,09/08/2025,12/12/2025,Cycle Inspection / Re-inspection,40.766812226924,-73.982808747226,104,03,013900,1799161,1270000161,MN15,POINT (-73.982808747226 40.766812226924)
50056754,YUKKA LATIN BISTRO,Bronx,5684,RIVERDALE AVENUE,10471,3473469339,Spanish,10/10/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26,,,12/12/2025,Cycle Inspection / Initial Inspection,40.906387407534,-73.904214089713,208,11,033700,2085165,2058630134,BX22,POINT (-73.904214089713 40.906387407534)
50139251,DRAGON CITY,Manhattan,2234,1 AVENUE,10029,6462038419,Chinese,05/01/2025,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,53,,,12/12/2025,Cycle Inspection / Initial Inspection,40.795170935263,-73.935998216802,111,08,017800,1079379,1017080045,MN34,POINT (-73.935998216802 40.795170935263)
50034040,TANOSHI TEI,Manhattan,1374,YORK AVENUE,10021,6464762893,Japanese,09/25/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,17,B,09/25/2023,12/12/2025,Cycle Inspection / Re-inspection,40.767717934768,-73.953097057021,108,05,012400,1046276,1014850003,MN31,POINT (-73.953097057021 40.767717934768)
50108361,SZECHUAN GOURMET,Manhattan,21,WEST   39 STREET,10018,2129210233,Chinese,12/14/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,0,A,12/14/2021,12/12/2025,Pre-permit (Operational) / Re-inspection,40.751976865569,-73.983209611743,105,04,008400,1016043,1008410026,MN17,POINT (-73.983209611743 40.751976865569)
